marca,nome,descrizione,image url,product url
Albatros,MODULA POOL,"Modula Poolè la prima minipiscina realizzata in Solid Surface, caratterizzata da un innovativo sistema di ricircolo, che integra la funzione del troppo pieno all’effetto bordo a sfioro.Il design leggero ed emozionale dalle forme geometricamente generose presenta un’illuminazione integrata nella struttura, nascosta e radente al livello dell’acqua.Tutte le funzioni sono completamente gestibili anche tramite comando vocale.PLUS:• x 4 persone• Getti Whirlpool e Airpool Secret System®• Finitura in 4 colori Solid Surface + 3 colori B-Plus• Cromoterapia con strip led• Pannello in cristallo con Comandi touch• Voice control Secret System®",https://img.edilportale.com/product-thumbs/b_MODULA-POOL-Albatros-411508-reld5a06776.jpg,https://www.edilportale.com/prodotti/albatros/minipiscina-a-sfioro-in-solid-surface-a-4-posti-con-cromoterapia/modula-pool_411508.html
Albatros,ETHOS ROUND 180,"Codice Prodotto:01ET35BN
Il benessere non ha spigoli: ecco una vasca rotonda ed essenziale dalle grandi qualità. ergonomiche. La doppia svasatura interna assicura un’ideale postura del dorso.Bocchette Filjet®, a filo rispetto alla parete della vasca, in bianco lucido, coordinate alla vasca.Pannello digitale per gestire tutte le funzioni della vasca.Sistema idromassaggio ACET.Sistema Whirlpool idromassaggio + Airpool + programma linfodrenaggio + igienizzazione System Clean + colonna di scarico con sifone.Riscaldatore 1,3 kW.Pratico accessorio consente di mantenere costante la temperatura dell’acqua durante l’idromassaggio, che altrimenti tenderebbe a raffreddarsi.Telecomando.L’accensione ed altre funzioni della vasca possono essere gestite anche in remoto tramite telecomando (optional).L’oggetto vasca ha segnato fin dall’inizio il dna Albatros e ha contribuito a scrivere la sua filosofia.  Una storia di conquiste progressive fino ad affermare che l’acqua è la prima fonte di benessere domestico.  Un rito vitale e quotidiano, ma anche un sostegno alla salute, una scelta di qualità e di cura. Albatros progetta vasche da sempre, perché ama la vita.",https://img.edilportale.com/product-thumbs/b_ethos-round-albatros-397769-rel496d6a1.jpg,https://www.edilportale.com/prodotti/albatros/vasca-da-bagno-a-2-posti-da-incasso-con-idromassaggio/ethos-round-180_397769.html
Albatros,HAMMAM PLUS CONTRACT,"Codice Prodotto:10HPKS2N
L’hammam è un’oasi di pace e benessere, una nuvola di vapore caldo che accoglie nel suo abbraccio rilassante. Per ritrovare l’equilibrio tra corpo e spirito. “La città non sarà veramente perfetta se non il giorno in cui avrà un Hammam…” diceva Sherazade nelle ‘Mille e una notte’. Così si potrebbe pensare di una casa: anche la più bella non sarà mai davvero perfetta se non il giorno in cui avrà il suo Hammam.Dedicato alle strutture ricettive: navi, hotel, B&B e pensato proprio per coniugare bellezza e funzionalità legate al contract. Questo modello offre agli ospiti la più tradizionale delle forme di benessere e relax, ripensata secondo i canoni della contemporaneità. Un’isola di innovazione e comfort dal design minimale.Generatore di vapore da 6,5 (volume stanza 6,5 m3) o 8 kW (volume stanza 8 m3) di potenza. Con sistema di risciacquo automatico a fine ciclo e modulazione della potenzaCover Plus, con mensola porta oggetti e appendini per accappatoio, personalizzabile in 2 finiture B-Plus con elementi in Solid SurfacePannello comandi, per la gestione dell'Hammam da remotoPorta in cristallo trasparente, a tenuta stagna, da 8 mmProfili porta in alluminio cromato lucidoManiglie finitura cromato lucidoErogatore di vapore con contenitore di essenze per aromaterapiaSistema bluetooth collegabile a qualsiasi dispositivo, per ascoltare musica all'interno dell'Hammam",https://img.edilportale.com/product-thumbs/b_hammam-plus-contract-albatros-397527-rel289f7b23.jpg,https://www.edilportale.com/prodotti/albatros/bagno-turco-con-cromoterapia/hammam-plus-contract_397527.html
Albatros,THEA,"Codice Prodotto:04TH18PN
Le Minipiscine Albatros nascono da progetti esperienziali. Che significa? Lo si può capire solo immaginando il vero benessere, il relax, l’energia ritrovata, la condivisione dei momenti migliori. Ecco, a questo pensano anche i progettisti, i designers, i tecnici, i ricercatori. Per creare una collezione di vasche ergonomiche e funzionali, dal design impeccabile ed esclusivo, e per ridefinire gli spazi domestici. I confini fra in e out door si assottigliano, fino a creare una nuova continuità, così anche l’esterno diventa parte integrante e vivibile dell’abitare. In ogni stagione. Il progetto del benessere non conosce limiti.Una minipiscina dalla forma quadrata e rigorosa con diverse combinazioni di sedute. Ispirata alle linee naturali del Nautilus: una spirale che termina in una zona centrale ribassata per chi ama immergersi completamente.Rinforzo vasca in Green SPA: tecnologia per l’ambiente Materiale rinforzato con strati di resine e poliuretano per mantenere la temperatura dell’acqua costante e ridurre il consumo energeticoSistema idromassaggio Airpool + WhirlpoolPannello comandi digitale waterproof con tecnologia touchSilence SPA pompa di ricircolo acqua con sistema inverter per consumi ridottissimiEnergy Saving Cover, progettata per il mantenimento della temperatura dell’acqua e la riduzione dei consumi energetici. In materiale multistrato, rivestita in speciale tessuto nauticoB-PLUS DESIGN innovativo sistema di pannellature di design in 4 finiture, di forte impatto visivo ed estetico. Smart, perché contemporaneamente facilita l’installazione e la manutenzione",https://img.edilportale.com/product-thumbs/b_thea-albatros-397541-rela1b12594.jpg,https://www.edilportale.com/prodotti/albatros/minipiscina-quadrata-con-idromassaggio-a-5-posti/thea_397541.html
Albatros,MODULA F COMBI,"Codice Prodotto:01MPBDC0
Ampia, essenziale, contemporanea nelle linee e nelle funzioni evolute. Espressione di una nuova ricerca formale, rinnova i volumi per una perfetta fruibilità degli spazi interni ed esterni. Realizzata con materiali selezionati trasforma la stanza da bagno in un luogo accogliente di vero relax.Programma arredo integrato: un programma di arredo coordinato completa la vasca arricchendola di nuove funzionalità. Cassettoni e cesti estraibili integrati nel corpo vasca, esteticamente coordinati con apertura push to open, aumentano gli spazi contenitivi della stanza da bagno, un elegante lettino in tessuto nautico Silvertex a bordo vasca invita a ritagliarsi piacevoli momenti di relax dopo il bagnoFinitura in Solid Surface Materiale innovativo, vellutato al tatto, garantisce massima resistenza, igiene e facilità di pulizia, completamente ripristinabileLa versione in colore bianco Solid Surface può essere richiesta con sistema a microgetti Airpool, avviabile tramite telecomandoComandi touch sulla vascaLa vasca al centro degli spazi, dei pensieri, dello stile, la continuazione, anzi l’evoluzione, di un nuovo modo di progettare e vivere il benessere quotidiano. Un oggetto bellissimo e funzionale, che accoglie offrendo moltissimo in comfort e qualità della vita. Perché non metterlo al centro, perché non renderlo più visibile, fruibile, godibile. Perché non aggiungere al piacere dell’acqua quello ancor più appagante del sistema Airpool? Difficile coniugare tecnologia e design? Non per Albatros, naturalmente.",https://img.edilportale.com/product-thumbs/b_modula-f-combi-albatros-397632-rel60192796.jpg,https://www.edilportale.com/prodotti/albatros/vasca-da-bagno-centro-stanza-con-seduta-rettangolare/modula-f-combi_397632.html
Albatros,FOREVER,"Codice Prodotto:08FOM230
Una minipiscina Albatros non è un semplice idromassaggio, ma una filosofia d’accoglienza, che si declina in programmi di benessere e allenamento sportivo per ospiti speciali: funzioni, design, facilità di manutenzione, straordinario appeal, tutto è pensato nel dettaglio. Disponibile anche un modello con funzione nuoto controcorrente, per una proposta che unisca il rimanere in forma al relax dell’idromassaggio.Circolare come la perfezione, accessoriata di luce RGB, esprime il perfetto equilibrio fra design, funzionalità, comfort e attenzione ai volumi.Rinforzo vasca in Green SPA: tecnologia per l’ambienteMateriale rinforzato con strati di resine e poliuretano per mantenere la temperatura dell’acqua costante e ridurre il consumo energeticoSistema idromassaggio Whirlpool + Airpool, sistema integrato per combinare le diverse tipologie di massaggio, ad aria e ad acqua-aria: energico e tonificante, rilassante e carezzevole2 Pulsanti piezoelettrici per gestire l'accensione e lo spegnimento dell'impianto idromassaggioSPA Pack, sistema di filtraggio dedicato al contract. Tutte le funzioni riunite in un gruppo tecnico installabile anche a distanza dalla vasca. Facilita gestione e manutenzione, assicura silenziosità",https://img.edilportale.com/product-thumbs/b_forever-albatros-397590-rele881aba1.jpg,https://www.edilportale.com/prodotti/albatros/minipiscina-rotonda-a-9-posti-con-cromoterapia/forever_397590.html
Albatros,SOREHA S,"Codice Prodotto:06SON3DN
Sauna: Rallentare e poi fermarsi nell’abbraccio caldo della sauna. Un vero e proprio rituale, che accorda il corpo e la mente e riporta ognuno in armonia con il proprio mondo. Non importa se poi riprende la frenesia della vita quotidiana, l’energia si avrà a disposizione permetterà di affrontarla con altro spirito, altre risorse. Quindi non bisogna pensare alla sauna come a un semplice momento di relax, perchè è molto molto di più, è uno stile di vita che cambia e fa vivere meglio, ogni giorno.Nasce dalla ricerca dell’essenziale e dalla selezione dei legni più resistenti e adatti alle alte temperature. Si inserisce nell’ambiente domestico con discrezione e personalità, trasformando l’ambiente da vivibile in godibile, dando spazio alla cultura del benessere.Sauna disponibile nelle versioni nicchia e freestandingRivestimento interno in Abete nobilitato resistente alle alte temperatureSauna riscaldata con stufa in acciaio da 3, 4 o 4,5 kW di potenzaPanche a doghe in legno di Ayous atermicoVetro in cristallo temperato da 8 mmLampada interna 230V, 60WSecchiello in Larice con mestolo 50 cm in legno Aspen, tutto finitura naturaleTermoigrometro (optional) e poggiatesta ""onda""in legno Aspen",https://img.edilportale.com/product-thumbs/b_soreha-s-albatros-397507-rel940152fe.jpg,https://www.edilportale.com/prodotti/albatros/sauna-finlandese/soreha-s_397507.html
Albatros,OASIS,"Codice Prodotto:04OAP229
Casa dolce casa, casa rilassante, elegante, luogo di benessere straordinario. Minipiscine Home è molto di più di una collezione di vasche progettate per stupire, rigenerare e durare. Conduce in un mondo evoluto, di funzioni intelligenti, di sensibilità e bellezza; un altro progetto esperienziale Albatros, dove al comfort assoluto si aggiunge l’intuizione architettonica: il benessere diventa elemento d’arredo, perfettamente integrabile nello stile degli ambienti contemporanei. Perfezione formale, ergonomia, tecnologia all’avanguardia, attenzione ai consumi per una quotidianità consapevole e rigenerante.Minipiscina quadrata ampia ed elegantemente ergonomica. Perfetta per un’immersione nel relax e per ripristinare le energie.Rinforzo vasca in Green SPA: tecnologia per l’ambienteMateriale rinforzato con strati di resine e poliuretano per mantenere la temperatura dell’acqua costante e ridurre il consumo energeticoSistema idromassaggio Whirlpool + Airpool con bocchette Jet Pool per diversi massaggi del corpoSilence SPA pompa di ricircolo acqua con sistema inverter per consumi ridottissimiEnergy Saving Cover, progettata per il mantenimento della temperatura dell’acqua e la riduzione dei consumi energetici. In materiale multistrato, rivestita in speciale tessuto nauticoB-PLUS DESIGN innovativo sistema di pannellature di design nella finitura Elegant Tea for Two, di forte impatto visivo ed estetico. Smart, perché contemporaneamente facilita l’installazione e la manutenzione",https://img.edilportale.com/product-thumbs/b_oasis-albatros-397570-rel55ed24c7.jpg,https://www.edilportale.com/prodotti/albatros/minipiscina-quadrata-a-5-posti-con-cromoterapia/oasis_397570.html
Albatros,ETHOS F,"Codice Prodotto:01ET1FBN
Ethos F è progettata appositamente per essere posizionata al centro stanza, si caratterizza per la forma ovale, la leggerezza e il carattere scultoreo. Realizzata in Solid Surface è disponibile in 7 varianti di colore.Finitura in Solid SurfaceMateriale innovativo, vellutato al tatto, garantisce massima resistenza, igiene e facilità di pulizia, completamente ripristinabile.La vasca al centro degli spazi, dei pensieri, dello stile, la continuazione, anzi l’evoluzione, di un nuovo modo di progettare e vivere il benessere quotidiano. Un oggetto bellissimo e funzionale, che accoglie offrendo moltissimo in comfort e qualità della vita. Perché non metterlo al centro, perché non renderlo più visibile, fruibile, godibile. Perché non aggiungere al piacere dell’acqua quello ancor più appagante del sistema Airpool? Difficile coniugare tecnologia e design? Non per Albatros, naturalmente.",https://img.edilportale.com/product-thumbs/b_ethos-f-albatros-397613-rel2b075eec.jpg,https://www.edilportale.com/prodotti/albatros/vasca-da-bagno-centro-stanza-ovale/ethos-f_397613.html
Albatros,MODULA S COMBI,"Codice Prodotto:06MCN1SF
Una combinazione di funzionalità che perfeziona il benessere: sauna + spazio doccia + spazio attrezzato con panca per il relax successivo alla sauna. Elementi d’arredo integrato dal design essenziale completano i volumi intelligenti di nuova concezione.Rivestimento interno in Frassino termotrattato resistente alle alte temperatureSauna riscaldata con stufa in acciaio da 4,5 o 6 kW di potenza, modello nascosto sottopancaPanche a doghe in Frassino termotrattatoVetro in cristallo temperato da 8 mmStriscia LED sotto panca di colore bianco caldoSecchiello in Larice con mestolo 50 cm in legno Aspen, tutto finitura naturalePoggiatesta ""onda"" in legno di CedroZona doccia con piatto doccia in Solid Surface, doccia emozionale con cromoterapia e accesso diretto in sauna attraverso porta in cristallo scorrevole, rivestita con pareti in materiale cementizio.",https://img.edilportale.com/product-thumbs/b_modula-s-combi-albatros-397506-reld738fbb2.jpg,https://www.edilportale.com/prodotti/albatros/sauna-finlandese-con-doccia/modula-s-combi_397506.html
