nome,descrizione,colori,immagine,marca
Griglia tonda da incasso per foro ø 100 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero, Ramato, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2023/12/T10_01.jpg,First Corporation
Griglia tonda da incasso per foro ø 110 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/T10_01.jpg,First Corporation
Griglia tonda da incasso per foro ø 125 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: .,"Bianco, Marrone, Nero, Ramato, Sabbia",https://www.firstcorporation.it/wp-content/uploads/2023/12/T12_01.jpg,First Corporation
Griglia tonda da incasso per foro ø 160 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Ramato",https://www.firstcorporation.it/wp-content/uploads/2023/12/T16_01.jpg,First Corporation
Griglia tonda da incasso per foro ø 200 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone",https://www.firstcorporation.it/wp-content/uploads/2023/12/T20_01.jpg,First Corporation
Griglia tonda da incasso per foro ø 250 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone",https://www.firstcorporation.it/wp-content/uploads/2023/12/T25_01.jpg,First Corporation
Griglia tonda da incasso ad alette dritte,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/TF8RB_01.jpg,First Corporation
Griglia quadra da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/TEQ10B_01.jpg,First Corporation
Griglia ad alette fisse con imbocchi,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/C19100RB_01-1.jpg,First Corporation
Anemostato da incasso, Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/A174444B-1.jpg,First Corporation
"Angolare per griglia componibile tipo G, H, L, Z",Indispensabili per comporre e chiudere la composizione della griglia Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/BAI-1.jpg,First Corporation
Bocchetta di mandata,Le griglie di aerazione per il condizionamento sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Alluminio.,"Alluminio, Alluminio Bianco",https://www.firstcorporation.it/wp-content/uploads/2023/12/GM2V2010AL_0.jpg,First Corporation
Griglia di ripresa GP,Ad alette oblique 45° Materiale: Alluminio.,"Alluminio, Alluminio Bianco",https://www.firstcorporation.it/wp-content/uploads/2024/07/GP_01.jpg,First Corporation
Griglia di ripresa GPC con controcornice,Controcornice ed alette oblique a 45° Materiale: Alluminio.,"Alluminio, Alluminio Bianco",https://www.firstcorporation.it/wp-content/uploads/2024/07/GPC_01.jpg,First Corporation
Griglia di transito GTC con controcornice,"Controcornice e profilo alette a “V” per porte, pareti e pannelli Materiale: Alluminio.","Alluminio Anodizzato, Alluminio Bronzo, Alluminio Verniciato Bianco",https://www.firstcorporation.it/wp-content/uploads/2024/07/GTC_01.jpg,First Corporation
Griglie di transito GT,"Profilo alette a “V” per porte, pareti e pannelli Materiale: .",N/A,https://www.firstcorporation.it/wp-content/uploads/2024/07/GT_01.jpg,First Corporation
"Bordo lineare per griglia componibile tipo G, H, L, Z","Bordi angolari da sovrapporre per griglia componibile tipo G, H, L, Z, X Materiale: ABS.","Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/BAS15-1.jpg,First Corporation
"Convogliatore per griglia componibile G, H, L, S, Z",Favorisce il collegamento tra la griglia di ventilazione e il sistema di aerazione canalizzata Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/CONVRC5.jpg,First Corporation
Coppia di griglie in metacrilato per vetri,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: Metalcrilato.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/TVR160_01-1.jpg,First Corporation
Griglia ad alette a gravità con imbocchi,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/S19100RB_01.jpg,First Corporation
Griglia componibile tipo “H” da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/H22414.jpg,First Corporation
Griglia componibile tipo “H” da sovrapporre,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2024/02/H152424B.jpg,First Corporation
Griglia componibile tipo “L” da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/L1414B.jpg,First Corporation
Griglia componibile tipo “L” da sovrapporre,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/L133424b.jpg,First Corporation
Griglia componibile tipo “S” da incasso con alette a gravità,Le alette consentono il passagio dell’aria in una sola direzione e impediscono il ritorno di spifferi e odori Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/S1414B_01.jpg,First Corporation
Griglia componibile tipo “S” da sovrapporre con alette a gravità,Le alette consentono il passagio dell’aria in una sola direzione e impediscono il ritorno di spifferi e odori Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/S11414B_01.jpg,First Corporation
Griglia componibile tipo “Z” da incasso con alette orientabili,Possibilità di orientare da 0° a 135° e convogliare l’aria nella direzione voluta Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/Z1414B.jpg,First Corporation
Griglia con elettroventola,Indispensabile per creare l’aerazione forzata dei camini Materiale: Alluminio.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/GCMIB1615100_01.jpg,First Corporation
Griglia da incasso “Flow”,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/GCFE2014B_0.jpg,First Corporation
Griglia da incasso “Flow” con serranda,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/GCFE2014B-1.jpg,First Corporation
Griglia da incasso “Loft”,Le griglie di aerazione per camino sono indispensabili per favorirne la mandata dell’aria Materiale: Acciaio.,"Bianco, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/GLE356N_0.jpg,First Corporation
Griglia da incasso con alette fisse,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/GRFE2014B.jpg,First Corporation
Griglia da incasso con alette regolabili,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/GCSE2014B.jpg,First Corporation
Griglia da incasso con alette regolabili,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/griglie-gbc1917-2.jpg,First Corporation
Griglia da incasso con rete esterna,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Grafite, Inox, Nero Martellato, Oro, Rame",https://www.firstcorporation.it/wp-content/uploads/2023/12/GCRK1717IN_01.jpg,First Corporation
Griglia da incasso con serranda,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Alluminio.,"Alluminio, Alluminio Bianco",https://www.firstcorporation.it/wp-content/uploads/2023/12/GCSAL1413.jpg,First Corporation
Griglia da incasso con serranda,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Alluminio.,"Alluminio, Alluminio Bianco",https://www.firstcorporation.it/wp-content/uploads/2023/12/GCSRIAL1413080.jpg,First Corporation
Griglia da incasso con serranda,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Alluminio.,"Alluminio, Alluminio Bianco",https://www.firstcorporation.it/wp-content/uploads/2024/02/GCSRAL1413.jpg,First Corporation
Griglia da incasso con serranda e rete esterna,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Grafite, Inox, Nero Martellato, Oro, Rame",https://www.firstcorporation.it/wp-content/uploads/2023/12/GCSRK1717OR-3.jpg,First Corporation
Griglia da incasso filo muro,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Bianco, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/GRFE1812EB.jpg,First Corporation
Griglia da incasso per fori da ø 80 a 200 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio, Alluminio Bianco, Alluminio Ramato, Rame",https://www.firstcorporation.it/wp-content/uploads/2023/12/GTR80R_01.jpg,First Corporation
Griglia da incasso per fori da ø 80 a 200 mm con imbocco in plastica,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio, Rame",https://www.firstcorporation.it/wp-content/uploads/2023/12/GTAP80_00.jpg,First Corporation
Griglia da incasso per mobili,Le griglie di aerazione sono indispensabili per favorire il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Grigio, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/F4203B_01.jpg,First Corporation
Griglia da incasso per mobili,Le griglie di aerazione sono indispensabili per favorire il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Grigio, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/F4L203B_01.jpg,First Corporation
Griglia da incasso rettangolare serie “GF”,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Anodizzato, Alluminio Anodizzato Bianco Verniciato, Alluminio Marrone, Alluminio Nero, Bronzo Anodizzato, Oro Anodizzato",https://www.firstcorporation.it/wp-content/uploads/2023/12/GF286B_01.jpg,First Corporation
Griglia da incasso serie “S” per fori da ø 80 a 125 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio, Inox, Rame",https://www.firstcorporation.it/wp-content/uploads/2023/12/GTSA80R_01.jpg,First Corporation
Griglia di mandata aria,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Alluminio.,"Alluminio, Alluminio Bianco",https://www.firstcorporation.it/wp-content/uploads/2023/12/GCFAL1413.jpg,First Corporation
Griglia di ripresa aria ad alette oblique,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Alluminio.,"Alluminio, Alluminio Bianco",https://www.firstcorporation.it/wp-content/uploads/2023/12/GRIAL1413080.jpg,First Corporation
Griglia di ripresa aria ad alette oblique,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Alluminio.,"Alluminio, Alluminio Bianco",https://www.firstcorporation.it/wp-content/uploads/2023/12/GRFAL1413.jpg,First Corporation
Griglia estetica,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Acciaio.,"Beige, Bianco, Grafite, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/GCX2222B.jpg,First Corporation
Griglia in alluminio da incasso con serranda,Le griglie di aerazione per camino sono indispensabili per favorirne la ripresa e la mandata dell’aria Materiale: Alluminio.,"Alluminio, Alluminio Bianco",https://www.firstcorporation.it/wp-content/uploads/2023/12/GCSIAL1010060.jpg,First Corporation
Griglia in Ceramica modello DALIA,Gres ceramico esteticamente molto elegante e antigelivo Materiale: Ceramica.,"Porcellanato Bianco, Porcellanato Cotto, Smaltato",https://www.firstcorporation.it/wp-content/uploads/2023/12/CERGDSBI_0.jpg,First Corporation
Griglia in Ceramica modello IRIS,Gres ceramico esteticamente molto elegante e antigelivo Materiale: Ceramica.,"Porcellanato Bianco, Porcellanato Cotto, Smaltato",https://www.firstcorporation.it/wp-content/uploads/2023/12/CERGRSB_01.jpg,First Corporation
Griglia in Ceramica modello MIMOSA,Gres ceramico esteticamente molto elegante e antigelivo Materiale: Ceramica.,"Porcellanato Bianco, Porcellanato Cotto, Smaltato",https://www.firstcorporation.it/wp-content/uploads/2024/02/CERGMSBI_0.jpg,First Corporation
Griglia in Ceramica modello PRIMULA,Gres ceramico esteticamente molto elegante e antigelivo Materiale: Ceramica.,"Porcellanato Bianco, Porcellanato Cotto, Smaltato",https://www.firstcorporation.it/wp-content/uploads/2024/02/CERGPSBI_01.jpg,First Corporation
Griglia in legno ad alette dritte LINEA WOOD,Esteticamente molto elegante e disponibile in due essenze Materiale: Legno.,"Pino Rosso, Quercia",https://www.firstcorporation.it/wp-content/uploads/2023/12/LGN080450QU.jpg,First Corporation
Griglia in legno ad alette inclinate LINEA WOOD,Esteticamente molto elegante e disponibile in varie essenze Materiale: Legno.,"Faggio, Pino Rosso, Quercia, Quercia Laccata",https://www.firstcorporation.it/wp-content/uploads/2023/12/LGZS100550Q.jpg,First Corporation
Griglia in legno quadra LINEA WOOD,Esteticamente molto elegante e disponibile in varie essenze Materiale: Legno.,"Faggio, Pino Rosso, Quercia, Quercia Laccata",https://www.firstcorporation.it/wp-content/uploads/2023/12/LGES100P_01-1.jpg,First Corporation
Griglia in legno tonda LINEA WOOD,Esteticamente molto elegante e disponibile in varie essenze Materiale: Legno.,"Faggio, Pino Rosso, Quercia, Quercia Laccata",https://www.firstcorporation.it/wp-content/uploads/2023/12/LGRS125P_01.jpg,First Corporation
"Griglia per mobili, cassonetti e serramenti",Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/T3B_01.jpg,First Corporation
"Griglia per mobili, cassonetti e serramenti",Le griglie di aerazione sono indispensabili per favorire il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone",https://www.firstcorporation.it/wp-content/uploads/2023/12/F670B.jpg,First Corporation
"Griglia per mobili, cassonetti e serramenti",Le griglie di aerazione sono indispensabili per favorire il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/FS187B.jpg,First Corporation
"Griglia per mobili, cassonetti e serramenti",Le griglie di aerazione sono indispensabili per favorire il corretto ricambio dell’aria Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/F3207.jpg,First Corporation
"Griglia per mobili, cassonetti e serramenti",Le griglie di aerazione sono indispensabili per favorire il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone",https://www.firstcorporation.it/wp-content/uploads/2023/12/AF2218B.jpg,First Corporation
Griglia per serramenti,Le griglie di aerazione sono indispensabili per favorire il corretto ricambio dell’aria Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/F8N305B.jpg,First Corporation
Griglia quadra componibile tipo “G” da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/G1414B_01.jpg,First Corporation
Griglia quadra componibile tipo “G” da sovrapporre,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/G11414_01.jpg,First Corporation
Griglia quadra e rettangolare antisfondamento,Griglie di aerazione rettangolare in alluminio pressofuso Materiale: Alluminio Pressofuso.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/ASQR2222_01.jpg,First Corporation
Griglia quadra e rettangolare da sovrapporre,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Bianco, Alluminio Ramato, Aluzink, Inox, Rame",https://www.firstcorporation.it/wp-content/uploads/2023/12/LBR1916ZK_01.jpg,First Corporation
Griglia quadra e rettangolare universale per fori da ø 100 a 160 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Bianco, Aluzink, Inox, Rame",https://www.firstcorporation.it/wp-content/uploads/2023/12/LAM2323RA_01.jpg,First Corporation
Griglia quadra tipo “G” da incasso con alette dritte,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/kg5.jpg,First Corporation
Griglia quadra tipo “G” da incasso con alette inclinate,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone",https://www.firstcorporation.it/wp-content/uploads/2023/12/GN2222B_0.jpg,First Corporation
Griglia quadra tipo “G” da sovrapporre con alette dritte,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/G1NOR1919B.jpg,First Corporation
Griglia quadra tipo “G” da sovrapporre con alette inclinate,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/G1NR1919B_01.jpg,First Corporation
Griglia quadrata a sovrapporre 227×227 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Ramato",https://www.firstcorporation.it/wp-content/uploads/2024/02/AR2323B_01.jpg,First Corporation
Griglia quadrata da sovrapporre,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/GAL3030R_01.jpg,First Corporation
Griglia quadrata da sovrapporre 140×140 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",https://www.firstcorporation.it/wp-content/uploads/2023/12/GAL10R_01.jpg,First Corporation
Griglia quadrata da sovrapporre 240×240 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",https://www.firstcorporation.it/wp-content/uploads/2024/02/GL24RB_01.jpg,First Corporation
Griglia rettangolare a sovrapporre 175×146 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Ramato",https://www.firstcorporation.it/wp-content/uploads/2023/12/B1714B_01.jpg,First Corporation
Griglia rettangolare a sovrapporre 204×230 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Ramato",https://www.firstcorporation.it/wp-content/uploads/2023/12/AR2023B_01.jpg,First Corporation
Griglia rettangolare a sovrapporre 227×80 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Ramato",https://www.firstcorporation.it/wp-content/uploads/2024/02/CR237B_01.jpg,First Corporation
Griglia rettangolare a sovrapporre 500×227 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Ramato",https://www.firstcorporation.it/wp-content/uploads/2024/02/A5023B_01.jpg,First Corporation
Griglia rettangolare componibile tipo “G” da incasso,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/G22414B_0.jpg,First Corporation
Griglia rettangolare componibile tipo “G” da sovrapporre,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: ABS.,"Bianco, Marrone, Nero",https://www.firstcorporation.it/wp-content/uploads/2023/12/G32414B.jpg,First Corporation
Griglia rettangolare da sovrapporre,Griglie di aerazione in alluminio rettangolari con dosatore e pomellino metallico Materiale: METALLO.,N/A,https://www.firstcorporation.it/wp-content/uploads/2023/12/GALD2404_01.jpg,First Corporation
Griglia rettangolare da sovrapporre 100×60 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",https://www.firstcorporation.it/wp-content/uploads/2023/12/GIN106_01.jpg,First Corporation
Griglia rettangolare da sovrapporre 140×240 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",https://www.firstcorporation.it/wp-content/uploads/2024/02/GIN1424_01.jpg,First Corporation
Griglia rettangolare da sovrapporre 200×60 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",https://www.firstcorporation.it/wp-content/uploads/2024/02/GL206G_01.jpg,First Corporation
Griglia rettangolare da sovrapporre 240×140 mm,Le griglie di aerazione sono indispensabili in qualsiasi ambiente per favorirne il corretto ricambio dell’aria Materiale: METALLO.,"Alluminio Argento, Aluminio Bianco, Aluzink, Bianco, Grigio, Inox, Marrone, Nero, Rame",https://www.firstcorporation.it/wp-content/uploads/2024/02/GAL20RB_01.jpg,First Corporation
