listing_url,detail_url,image_url,price_listing,title,short_description,combined_description
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-mistral-120-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/m/i/mistral_120_main_900_1_.jpg,"2.169,00 €",Segatrice MISTRAL 120 RAIMONDI,"• Made in Italy.

• Motore elettrico : 3.0 CV.

• Per il taglio e jolly di gres porcellanato, mono–bicottura, marmo, granito.

• Massima lunghezza di taglio 120 cm (47 1/4”).

• Massimo spessore di taglio: 100 mm (4”) in unica passata; 135 mm (5 1/3”) in doppia passata.

• Disco massimo Ø 360 mm (14”), disco minimo Ø 300 mm (12"").

• Taglio a troncatrice e profondità di taglio regolabile.

• Raffreddamento disco con pompa a doppio getto.

• Barra di scorrimento, piantoni e copridisco in alluminio.

• Piani di lavoro in alluminio. Estremamente robusti. Facilmente rimovibili per una agevole pulizia della vasca.

• Telaio in acciaio verniciato. Cod. 224MS120EU","Breve: • Made in Italy.

• Motore elettrico : 3.0 CV.

• Per il taglio e jolly di gres porcellanato, mono–bicottura, marmo, granito.

• Massima lunghezza di taglio 120 cm (47 1/4”).

• Massimo spessore di taglio: 100 mm (4”) in unica passata; 135 mm (5 1/3”) in doppia passata.

• Disco massimo Ø 360 mm (14”), disco minimo Ø 300 mm (12"").

• Taglio a troncatrice e profondità di taglio regolabile.

• Raffreddamento disco con pompa a doppio getto.

• Barra di scorrimento, piantoni e copridisco in alluminio.

• Piani di lavoro in alluminio. Estremamente robusti. Facilmente rimovibili per una agevole pulizia della vasca.

• Telaio in acciaio verniciato. Cod. 224MS120EU"
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-mistral-150-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/m/i/mistral_150_main_900.jpg,"2.349,00 €",Segatrice MISTRAL 150 RAIMONDI,"• Made in Italy.

• Motore elettrico : 3.0 CV.

• Per il taglio e jolly di gres porcellanato, mono–bicottura, marmo, granito.

• Massima lunghezza di taglio 150 cm (59”).

• Massimo spessore di taglio: 100 mm (4”) in unica passata; 135 mm (5 1/3”) in doppia passata.

• Disco massimo Ø 360 mm (14”), disco minimo Ø 300 mm (12"").

• Taglio a troncatrice e profondità di taglio regolabile.

• Raffreddamento disco con pompa a doppio getto.

• Barra di scorrimento, piantoni e copridisco in alluminio.

• Piani di lavoro in alluminio. Estremamente robusti. Facilmente rimovibili per una agevole pulizia della vasca.

• Telaio in acciaio verniciato. Cod. 224MS150EU","Breve: • Made in Italy.

• Motore elettrico : 3.0 CV.

• Per il taglio e jolly di gres porcellanato, mono–bicottura, marmo, granito.

• Massima lunghezza di taglio 150 cm (59”).

• Massimo spessore di taglio: 100 mm (4”) in unica passata; 135 mm (5 1/3”) in doppia passata.

• Disco massimo Ø 360 mm (14”), disco minimo Ø 300 mm (12"").

• Taglio a troncatrice e profondità di taglio regolabile.

• Raffreddamento disco con pompa a doppio getto.

• Barra di scorrimento, piantoni e copridisco in alluminio.

• Piani di lavoro in alluminio. Estremamente robusti. Facilmente rimovibili per una agevole pulizia della vasca.

• Telaio in acciaio verniciato. Cod. 224MS150EU"
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-mistral-90-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/m/i/mistral_120_main_900.jpg,"1.979,00 €",Segatrice MISTRAL 90 RAIMONDI,"• Made in Italy.

• Motore elettrico : 3.0 CV.

• Per il taglio e jolly di gres porcellanato, mono–bicottura, marmo, granito.

• Massima lunghezza di taglio 90 cm (32 1/2”).

• Massimo spessore di taglio: 100 mm (4”) in unica passata; 135 mm (5 1/3”) in doppia passata.

• Disco massimo Ø 360 mm (14”), disco minimo Ø 300 mm (12"").

• Taglio a troncatrice e profondità di taglio regolabile.

• Raffreddamento disco con pompa a doppio getto.

• Barra di scorrimento, piantoni e copridisco in alluminio.

• Piani di lavoro in alluminio. Estremamente robusti. Facilmente rimovibili per una agevole pulizia della vasca.

• Telaio in acciaio verniciato. Cod. 224MS90EU","Breve: • Made in Italy.

• Motore elettrico : 3.0 CV.

• Per il taglio e jolly di gres porcellanato, mono–bicottura, marmo, granito.

• Massima lunghezza di taglio 90 cm (32 1/2”).

• Massimo spessore di taglio: 100 mm (4”) in unica passata; 135 mm (5 1/3”) in doppia passata.

• Disco massimo Ø 360 mm (14”), disco minimo Ø 300 mm (12"").

• Taglio a troncatrice e profondità di taglio regolabile.

• Raffreddamento disco con pompa a doppio getto.

• Barra di scorrimento, piantoni e copridisco in alluminio.

• Piani di lavoro in alluminio. Estremamente robusti. Facilmente rimovibili per una agevole pulizia della vasca.

• Telaio in acciaio verniciato. Cod. 224MS90EU"
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-pikus-105-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/p/i/pikus-105.jpg,"2.269,00 €",Segatrice PIKUS 105 Raimondi,Segatrice ad acqua per taglio professionale con motore scorrevole Cod. 423ADV,Breve: Segatrice ad acqua per taglio professionale con motore scorrevole Cod. 423ADV
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-pikus-130-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/p/i/pikus-130.jpg,"2.431,00 €",Segatrice PIKUS 130 Raimondi,Segatrice ad acqua per taglio professionale con motore scorrevole Cod. 425ADV,Breve: Segatrice ad acqua per taglio professionale con motore scorrevole Cod. 425ADV
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-pikus-85-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/p/i/pikus-85.jpg,"2.205,00 €",Segatrice PIKUS 85 Raimondi,Segatrice ad acqua per taglio professionale con motore scorrevole Cod. 424ADV,Breve: Segatrice ad acqua per taglio professionale con motore scorrevole Cod. 424ADV
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-eco-92-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/e/c/eco92.jpg,"754,00 €",Segatrice Raimondi ECO 92,Segatrice compatta con lunghezza di taglio illimitato. Professionale e facile da usare Cod. 370 DF,Breve: Segatrice compatta con lunghezza di taglio illimitato. Professionale e facile da usare Cod. 370 DF
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-gs86.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/g/s/gs86.jpg,"1.539,00 €",Segatrice Raimondi GS86,Segatrice compatta con lunghezza di taglio illimitato. Professionale e facile da usare Cod. 125INOX F,Breve: Segatrice compatta con lunghezza di taglio illimitato. Professionale e facile da usare Cod. 125INOX F
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-sa09.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/a/sa09.jpg,"2.172,00 €",Segatrice SA 09 Raimondi (con disco di ricambio OMAGGIO),Segatrice ad acqua per taglio professionale con motore scorrevole Cod. 203SA09,Breve: Segatrice ad acqua per taglio professionale con motore scorrevole Cod. 203SA09 --- Completa: CHIEDI UN PREVENTIVO PER LA CONSEGNA!
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-sa-80-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/a/sa-80.jpg,"2.685,00 €",Segatrice SA 80 Raimondi,Segatrice con carrello scorrevole Cod. 218A,Breve: Segatrice con carrello scorrevole Cod. 218A
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-sherpa-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/h/sherpa.jpg,"4.246,00 €",Segatrice SHERPA Raimondi,Segatrice con carrello scorrevole Cod. 218AS 230SD,Breve: Segatrice con carrello scorrevole Cod. 218AS 230SD
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-sms-100-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/m/sms-100.jpg,"2.472,00 €",Segatrice SMS 100 Raimondi,Segatrice con motore scorrevole Cod. 223MS100,Breve: Segatrice con motore scorrevole Cod. 223MS100
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-sms-125-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/m/sms-125.jpg,"2.762,00 €",Segatrice SMS 125 Raimondi,Segatrice con motore scorrevole Cod. 23MS125,Breve: Segatrice con motore scorrevole Cod. 23MS125
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-sms-150-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/m/sms-150.jpg,"3.050,00 €",Segatrice SMS 150 Raimondi,Segatrice con motore scorrevole Cod. 223MS150,Breve: Segatrice con motore scorrevole Cod. 223MS150
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-sms-220-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/1/t/1t1a1856_sms200_main_rgb-e1466497275708.jpg,"3.946,00 €",Segatrice SMS 220 Raimondi,"Segatrice con motore scorrevole, massima lunghezza di taglio 220 cm, massimo spessore 90 mm Cod. 233MS200EU","Breve: Segatrice con motore scorrevole, massima lunghezza di taglio 220 cm, massimo spessore 90 mm Cod. 233MS200EU"
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-supereco-98-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/u/supereco-98.jpg,"299,00 €",Segatrice SUPERECO 98 Raimondi,Segatrice compatta Cod. 378 98,Breve: Segatrice compatta Cod. 378 98
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-zoe-105.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/z/o/zoe_105.jpg,"2.887,00 €",Segatrice ZOE 105 Raimondi,SEGATRICE CON MOTORE SCORREVOLE Cod. 420105A,"Breve: SEGATRICE CON MOTORE SCORREVOLE Cod. 420105A --- Completa: • Per il taglio e jolly di ceramica, gres porcellanato, marmo, laterizi, manufatti in cemento, granito ecc..
• Massima lunghezza di taglio: 105 cm.
• Max spessore di taglio: 120 mm in unica passata; 240 mm in doppia passata.
• Disco massimo Ø 360 mm; disco minimo Ø 300 mm.
• Profondità di taglio regolabile.
• Gruppo motore inclinabile per esecuzione jolly da 0° a 45°.
• Rinvio a cinghia per ottimizzare coppia motore e capacità di taglio. Rapporto di riduzione numero di giri motore/disco: 1,4 ÷ 1. Trasmissione a cinghia poly V.
• Struttura in alluminio estruso e pressofuso.
• Vasca in polipropilene. Estraibile per facilitare le operazioni di pulizia. Capacità 38 lt (10 Gal).
• Raffreddamento disco con pompa tramite spruzzo multi getto.
• Gruppo motore in alluminio presso fuso e dotato di sistema di scorrimento a 4 carrucole (doppio cuscinetto) registrabili.
• Squadra ricalibrabile per garantire precisione nel tempo.
• Gambe telescopiche munite di dispositivo di sicurezza.
• Doppia sicurezza protezione disco.
• Copridisco sempre parallelo alla piastrella per garantire il massimo spessore di taglio.
• Corredo: disco settori Ø 360 mm, ruote per trasporto, pressore piastrelle, kit chiavi, manuale uso e manutenzione."
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatricezoe150raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/r/a/raimondi_30_050097_zoe150.jpg,"3.424,00 €",Segatrice ZOE 150 Raimondi,Segatrice professionale ZOE 150 Raimondi Cod. 420150AGB,Breve: Segatrice professionale ZOE 150 Raimondi Cod. 420150AGB
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/segatrice-zoe-85-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/z/o/zoe-85.jpg,"2.770,00 €",Segatrice ZOE 85 Raimondi,Segatrice con motore scorrevole Cod. 42085A,Breve: Segatrice con motore scorrevole Cod. 42085A
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/seggiolino-nelson-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/c/schermata_2014-10-30_a_10.27.51.png,"315,00 €","Seggiolino ""Nelson"" Raimondi",Seggiolino/inginocchiatoio Nelson ad altezza regolabile. Cod. 383COMBI,Breve: Seggiolino/inginocchiatoio Nelson ad altezza regolabile. Cod. 383COMBI
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/serbatoio-16-litri-raimondi-per-ipertitina-maxititina-103pl.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/-/s-l640_1_.jpg,"135,00 €",SERBATOIO 16 LITRI RAIMONDI PER IPERTITINA MAXITITINA 103PL,SERBATOIO 16 LITRI RAIMONDI PER IPERTITINA MAXITITINA 103PL Cod. 103 PL,Breve: SERBATOIO 16 LITRI RAIMONDI PER IPERTITINA MAXITITINA 103PL Cod. 103 PL
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/sostegni-stadie-krick-krock-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/c/schermata_2014-10-30_a_08.53.17.png,"28,50 €",Sostegni stadie KRICK-KROCK Raimondi,Krick Krock sostegni stadia partenza rivestimenti-max h 20 cm. Cod. 1311,Breve: Krick Krock sostegni stadia partenza rivestimenti-max h 20 cm. Cod. 1311
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/sottana-paracolpi-con-ruote-per-maxititina-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/o/sottana_raimondi.png,"115,00 €",Sottana paracolpi con ruote per Maxititina Raimondi,Sottana paracolpi con ruote per Maxititina Raimondi Cod. 121MX01ARIC,Breve: Sottana paracolpi con ruote per Maxititina Raimondi Cod. 121MX01ARIC
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/spandimalta-raimondi.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/c/schermata_2014-10-30_a_11.12.59.png,"17,80 €",Spandimalta Raimondi,Spandimalta in acciaio temprato (senza manico). Cod. 141PASQ,Breve: Spandimalta in acciaio temprato (senza manico). Cod. 141PASQ
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/spatola-dentate-dente-inclinato-36x13-cm-impugnatura-in-gomma.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/1/8/183_2.jpg,"13,80 €",Spatola dentate dente inclinato 36x13 cm impugnatura in gomma,Spatola dentate dente inclinato 36x13 cm impugnatura in gomma - Misura dente: 10 mm Cod. 184HFV10G,Breve: Spatola dentate dente inclinato 36x13 cm impugnatura in gomma - Misura dente: 10 mm Cod. 184HFV10G
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/spatola-dentate-dente-inclinato-36x13-cm-impugnatura-in-gomma-4986.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/1/8/183_2_1.jpg,"13,80 €",Spatola dentate dente inclinato 36x13 cm impugnatura in gomma,"Spatola dentate dente inclinato 36x13 cm impugnatura in gomma - Misura dente: 8 mm
Cod. 184HFV08G Cod. 184HFV08G","Breve: Spatola dentate dente inclinato 36x13 cm impugnatura in gomma - Misura dente: 8 mm
Cod. 184HFV08G Cod. 184HFV08G"
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/spatola-per-fuga-gomma-antiabrasione.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/p/spatola-raimondi-azzurrina-per-fuga-doppio-profilo.jpg,"4,95 €",SPATOLA PER FUGA GOMMA ANTIABRASIONE,"""Azzurrina"" gomma morbida intercambiabile, dimensioni 95x245 mm. Cod. 13695X245CC","Breve: ""Azzurrina"" gomma morbida intercambiabile, dimensioni 95x245 mm. Cod. 13695X245CC"
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/spatola-per-fuga-gomma-antiabrasione-rigida-verde.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/b/_/b_spatole-per-fuga-gomma-antiabrasione-archiseller-plt-raimondi-spa-421840-rel212458a8.jpg,"6,00 €",SPATOLA PER FUGA GOMMA ANTIABRASIONE RIGIDA VERDE,"""Verdina"" gomma rigida, dimensioni 100x245 mm. Cod. 13695X245B-SG","Breve: ""Verdina"" gomma rigida, dimensioni 100x245 mm. Cod. 13695X245B-SG"
https://www.prontocantiere.it/marchi/raimondi.html?limit=all,https://www.prontocantiere.it/marchi/raimondi/spatola-per-fuga-gomma-mousse.html,https://www.prontocantiere.it/media/catalog/product/cache/1/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/s/p/spatola-fuga-115x250-mousse-nera.jpg,"5,20 €",SPATOLA PER FUGA GOMMA MOUSSE,"Spatola per fuga gomma mousse di media densità, dimensioni 115x250 mm. Cod. 136NECO/20","Breve: Spatola per fuga gomma mousse di media densità, dimensioni 115x250 mm. Cod. 136NECO/20"
