name,description,url,image_url
Espositore flessometri Meister,"Espositore flessometri Meister composto da 30 flessometri da 5 metri
 nastro in acciaio larghezza 19mmcassa bicomponente in plastica con rivestimento in elastomeroblocco a tre pulsanticon cinturino",https://www.unishop.it/19x5mt/0720-000-03-01,https://www.unishop.it/media/0a/45/f4/1742244082/0720-000-03_MAINPIC_high.webp
Livelle in alluminio,Livelle in alluminio - 0°- 90° 2 bolle infrangibili in plexiglas ad alta precisioneclasse di precisione 0.058°,https://www.unishop.it/400/0720-004-040-01,https://www.unishop.it/media/d7/6c/7f/1742244089/0720-004-040_MAINPIC_high.webp
Livella in ABS,"Livella in ABS - 0°- 45°- 90° 
tre livelle a bolla d’aria (orizzontale, verticale, 45°),



pendenza del 2% leggibile sulla livella orizzontale,


banda magnetica sulla base,


tappi di chiusura in gomma",https://www.unishop.it/230/0720-004-023-01,https://www.unishop.it/media/6c/g0/84/1742244091/0720-004-023_MAINPIC_high.webp
Doppimetro in legno,Doppimetro in legno colore bianco-giallodoppia graduazionemolle ottonate,https://www.unishop.it/2-mt/0695-072-165-01,https://www.unishop.it/media/77/a7/09/1742244094/0695-072-165_MAINPIC_high.webp
Righello in acciaio Inox,Righello in acciaio Inox righello in acciaio Inox con finitura cromato opacoscala di precisione incisa per una eccellente lettura e lunga duratascale di conversioni incise sul retro,https://www.unishop.it/30x600/0695-940-560-01,https://www.unishop.it/media/e2/21/9a/1742527216/0695-940-530_MAINPIC_high.webp
Filo per muratore,"Filo per muratore - alta tenacità in due varianti: giallo fluo in nylon, rosso vivo in poliesterein bobina di plastica flangiata",https://www.unishop.it/oe2x100-mt/0713-75-2-01,https://www.unishop.it/media/3b/2e/fe/1742244098/0713-75-1_MAINPIC_high.webp
Espositore filo a piombo batt…,Espositore filo a piombo battitraccia in carcassa - da 8 pezzi filo di alta qualità poliestere-nylon intrecciato da 1mm x 30mt.gancio universale per facile agganciocassa in ABS trasparente per una visione del contenutorivestimento in gomma antiurto e antiscivololeva per comando riavvolgimento del filoleva di bloccaggiotappo ermetico per inserimento della polverel’articolo viene fornito senza polvere colorata,https://www.unishop.it/30mt/0695-932-400-01,https://www.unishop.it/media/65/75/f0/1742244101/0695-932-400_MAINPIC_high.webp
Filo a piombo e battitraccia,Filo a piombo e battitraccia per tracciare con polvere speciale in cerautilizzabile anche come filo a piombo,https://www.unishop.it/30mt/0713-70-07-01,https://www.unishop.it/media/2a/15/cb/1742244103/0713-70-07_MAINPIC_high.webp
Polvere speciale per filo a p…,Polvere speciale per filo a piombo e battitraccia,https://www.unishop.it/300gr/0713-70-08-01,https://www.unishop.it/media/8b/9c/ca/1742244105/0713-70-08_MAINPIC_high.webp
Matita per carpentieri e fale…,Matita per carpentieri e falegnami qualità professionaleparticolarmente adatta per legnoforma ovale,https://www.unishop.it/240/0984-402-224-02,https://www.unishop.it/media/b9/25/f2/1742244107/0984-402-224_MAINPIC_high.webp
Matita per marmisti e muratori,"Matita per marmisti e muratori qualità professionaleparticolarmente adatta per cemento, pietra, marmo etc..forma ovale",https://www.unishop.it/240/0984-401-224-02,https://www.unishop.it/media/35/8c/bc/1742244109/0984-401-224_MAINPIC_high.webp
Gesso colorato,"Gesso colorato idoneo per legno asciutto e bagnato, tessuto, cartone e lamiera
 a forma esagonale",https://www.unishop.it/bianco/0984-400-1-01,https://www.unishop.it/media/88/e2/56/1742244112/0984-400_MAINPIC_high.webp
Gesso steatite,"Gesso steatite idoneo nell’ambito della saldatura, per scrivere e tracciare su superfici lisce di metallo e vetro
 a forma quadrata",https://www.unishop.it/0984-400-5-01,https://www.unishop.it/media/4b/c7/d7/1742244115/0984-400-5_MAINPIC_high.webp
Flessometro professionale,Flessometro professionale - Made in Japan nastro in acciaio classe 2 Hi-carbon ad altissima precisione e resistenzacassa in ABS antiurtoavvolgimento automatico e pulsante di bloccocon gancio per cintura,https://www.unishop.it/flessometro-professionale/50dd9e68-37f0-4f20-8359-cc30a165b16a,https://www.unishop.it/media/82/08/87/1742244072/0695-940-465_MAINPIC_high.webp
Flessometro professionale bicomponente,Flessometro professionale bicomponente - Made in Japan nastro in acciaio classe 2 Hi-carbon ad altissima precisione e resistenzacassa in ABS antiurto rivestita in materiale elastomeroavvolgimento automatico e pulsante di bloccocon gancio per cintura e cinghietta in materiale plastico,https://www.unishop.it/flessometro-professionale-bicomponente/89cba1f7-e4c4-4e96-b329-874ee70ec091,https://www.unishop.it/media/21/2b/55/1742244077/0695-940-365_MAINPIC_high.webp
Espositore flessometri professionali,Espositore flessometri professionali - Made in Japan contenuto espositore 3 mt: 32 pz.contenuto espositore 5 mt: 24 pz.nastro in acciaio classe 2 Hi-carbon ad altissima precisione e resistenzacassa in ABS antiurtoavvolgimento automatico e pulsante di bloccocon gancio per cintura,https://www.unishop.it/espositore-flessometri-professionali/03c0e6a3-cfd0-456d-82c7-e965f69da2ec,https://www.unishop.it/media/a0/df/6e/1747168707/0965-940-463_MAINPIC_high.webp
Espositore flessometri Meister,"Espositore flessometri Meister composto da 30 flessometri da 5 metri
 nastro in acciaio larghezza 19mmcassa bicomponente in plastica con rivestimento in elastomeroblocco a tre pulsanticon cinturino",https://www.unishop.it/espositore-flessometri-meister/89fe71d1-9e93-4ffc-be7e-382b8c8d78ea,https://www.unishop.it/media/0a/45/f4/1742244082/0720-000-03_MAINPIC_high.webp
Rotelle metriche professionali,Rotelle metriche professionali - Made in Japan cassa robusta in ABSavvolgimento a manovellacinghietta resistente in materiale plastico,https://www.unishop.it/utensili/strumenti-di-misura/rotelle-metriche-professionali/,https://www.unishop.it/media/55/bf/50/1742234681/0695-940-320_MAINPIC_high.webp
Livelle in alluminio,Livelle in alluminio - 0°- 90° 2 bolle infrangibili in plexiglas ad alta precisioneclasse di precisione 0.058°,https://www.unishop.it/livelle-in-alluminio/35d53c10-0a0c-4328-bbca-b97e7272b5b8,https://www.unishop.it/media/d7/6c/7f/1742244089/0720-004-040_MAINPIC_high.webp
Livella in ABS,"Livella in ABS - 0°- 45°- 90° 
tre livelle a bolla d’aria (orizzontale, verticale, 45°),



pendenza del 2% leggibile sulla livella orizzontale,


banda magnetica sulla base,


tappi di chiusura in gomma",https://www.unishop.it/livella-in-abs/3670adf3-7fea-4f00-a958-a476ce9b93ac,https://www.unishop.it/media/6c/g0/84/1742244091/0720-004-023_MAINPIC_high.webp
Doppimetro in legno,Doppimetro in legno colore bianco-giallodoppia graduazionemolle ottonate,https://www.unishop.it/doppimetro-in-legno/040d2e89-9f5b-473c-8ebb-11a413ef3403,https://www.unishop.it/media/77/a7/09/1742244094/0695-072-165_MAINPIC_high.webp
Righello in acciaio Inox,Righello in acciaio Inox righello in acciaio Inox con finitura cromato opacoscala di precisione incisa per una eccellente lettura e lunga duratascale di conversioni incise sul retro,https://www.unishop.it/righello-in-acciaio-inox/dfeb72f5-a7f4-4f8b-9b9f-5d033b2bc68b,https://www.unishop.it/media/e2/21/9a/1742527216/0695-940-530_MAINPIC_high.webp
Filo per muratore,"Filo per muratore - alta tenacità in due varianti: giallo fluo in nylon, rosso vivo in poliesterein bobina di plastica flangiata",https://www.unishop.it/filo-per-muratore/d6d1da30-8677-468c-bb0c-1e7aebc92ad2,https://www.unishop.it/media/3b/2e/fe/1742244098/0713-75-1_MAINPIC_high.webp
Espositore filo a piombo battitraccia in carcassa,Espositore filo a piombo battitraccia in carcassa - da 8 pezzi filo di alta qualità poliestere-nylon intrecciato da 1mm x 30mt.gancio universale per facile agganciocassa in ABS trasparente per una visione del contenutorivestimento in gomma antiurto e antiscivololeva per comando riavvolgimento del filoleva di bloccaggiotappo ermetico per inserimento della polverel’articolo viene fornito senza polvere colorata,https://www.unishop.it/espositore-filo-a-piombo-battitraccia-in-carcassa/762f0d16-7f72-4fa5-be5f-edcdc5771d7c,https://www.unishop.it/media/65/75/f0/1742244101/0695-932-400_MAINPIC_high.webp
Filo a piombo e battitraccia,Filo a piombo e battitraccia per tracciare con polvere speciale in cerautilizzabile anche come filo a piombo,https://www.unishop.it/filo-a-piombo-e-battitraccia/1ee47277-296b-404f-ade9-c396730ce014,https://www.unishop.it/media/2a/15/cb/1742244103/0713-70-07_MAINPIC_high.webp
Polvere speciale per filo a piombo e battitraccia,Polvere speciale per filo a piombo e battitraccia,https://www.unishop.it/polvere-speciale-per-filo-a-piombo-e-battitraccia/132d372c-eee6-4ece-ae7e-65585052095c,https://www.unishop.it/media/8b/9c/ca/1742244105/0713-70-08_MAINPIC_high.webp
Matita per carpentieri e falegnami,Matita per carpentieri e falegnami qualità professionaleparticolarmente adatta per legnoforma ovale,https://www.unishop.it/matita-per-carpentieri-e-falegnami/246a447d-2187-4acb-9bac-81c7ca075774,https://www.unishop.it/media/b9/25/f2/1742244107/0984-402-224_MAINPIC_high.webp
Matita per marmisti e muratori,"Matita per marmisti e muratori qualità professionaleparticolarmente adatta per cemento, pietra, marmo etc..forma ovale",https://www.unishop.it/matita-per-marmisti-e-muratori/5fb68081-86ae-482a-9b92-c3cfdfb42bdb,https://www.unishop.it/media/35/8c/bc/1742244109/0984-401-224_MAINPIC_high.webp
Gesso colorato,"Gesso colorato idoneo per legno asciutto e bagnato, tessuto, cartone e lamiera
 a forma esagonale",https://www.unishop.it/gesso-colorato/041234b8-9517-435a-9ee6-5c651472be47,https://www.unishop.it/media/88/e2/56/1742244112/0984-400_MAINPIC_high.webp
Gesso steatite,"Gesso steatite idoneo nell’ambito della saldatura, per scrivere e tracciare su superfici lisce di metallo e vetro
 a forma quadrata",https://www.unishop.it/gesso-steatite/239365f1-3ed0-4cde-a373-c37eba558f7b,https://www.unishop.it/media/4b/c7/d7/1742244115/0984-400-5_MAINPIC_high.webp
Martello per fabbro con calam…,Martello per fabbro con calamita manico in fibra di vetroimpugnatura in gommasagomatura con calamita in testa,https://www.unishop.it/500gr/0720-700-34-01,https://www.unishop.it/media/54/06/93/1742244117/0720-700-34_MAINPIC_high.webp
Martello per carpenteria con…,"Martello per carpenteria con calamita 
manico in fibra di vetro
impugnatura bicomponente antiscivolo",https://www.unishop.it/600gr-manico-in-fibra/0720-700-37-01,https://www.unishop.it/media/85/1e/14/1742244119/0720-700-37_MAINPIC_high.webp
Martello per carpenteria con…,Martello per carpenteria con calamita - DIN 7239 manico in tubo di acciaioimpugnatura in materiale sintetico bicomponente antiscivolo,https://www.unishop.it/600gr-manico-in-ferro/0720-700-35-01,https://www.unishop.it/media/ca/1f/2d/1742244121/0720-700-35_MAINPIC_high.webp
Mazzetta a coppia,Mazzetta a coppia - DIN 6475 manico in fibra di vetroimpugnatura in gomma,https://www.unishop.it/1kg/0720-700-58-01,https://www.unishop.it/media/cb/59/84/1742244124/0720-700-58_MAINPIC_high.webp
Pinza per tasselli FMC,Pinza per tasselli FMC indicato per l’applicazione dei tasselli FMC,https://www.unishop.it/0903-201-01,https://www.unishop.it/media/5d/b3/fc/1742244126/0903-201_MAINPIC_high.webp
Chiodatrice manuale,"Chiodatrice manuale - per chiodi FIXPIN 
per la posa di chiodi in acciaio temperato \""FIXPIN\""
in acciaio al cromo-vanadio con paramano in gomma",https://www.unishop.it/per-chiodi-oe4/0232-4-01,https://www.unishop.it/media/ae/5e/8f/1742244128/0232-4_MAINPIC_high.webp
Ricambi per chiodatrice manua…,"Ricambi per chiodatrice manuale set ricambio per chiodatrice art. 0232 4   01
 O-Ring + sfera + piastrina",https://www.unishop.it/0232-4-.../0232-4-1-01,https://www.unishop.it/media/d1/d0/7c/1742244130/0232-4-1_MAINPIC_high.webp
Braccialetto magnetico,"Braccialetto magnetico pratico e comodo per tenere a portata di mano chiodi, viti, rondelle, dadi o altri particolari e minuterie metalliche
 chiusura con velcrodimensioni magnete 46x25mmpeso 53 gr.",https://www.unishop.it/0703-999-000-01,https://www.unishop.it/media/ca/5e/85/1742244132/0703-999-000_MAINPIC_high.webp
Graffatrice a martello ST11,"Graffatrice a martello ST11 - graffe max. 10mm impugnatura ergonomica in gommacapacità caricatore: 168pzgraffe indicate: L10,6 x H6 - 8 - 10mm",https://www.unishop.it/285/0714-811-01,https://www.unishop.it/media/23/69/40/1742244135/0714-811_MAINPIC_high.webp
Graffe per graffatrice ST11,Graffe per graffatrice ST11,https://www.unishop.it/10.6x10/0714-811-010-01,https://www.unishop.it/media/04/f6/f7/1742244137/0714-811-006_MAINPIC_high.webp
Espositore cacciaviti intagli…,"Espositore cacciaviti intaglio/Phillips lame intercambiabili - da 12 pezzi un unica lama a due faccie PH 0-1-2-3, TG- 6x1",https://www.unishop.it/0720-000-010-01,https://www.unishop.it/media/54/8e/29/1742244140/0720-000-010_MAINPIC_high.webp
Perno espansore per bussole,"Perno espansore per bussole attrezzo di espansione della bussola filettata 0904 116 50, per il fissaggio delle carotatrici o seghe per calcestruzzo, perno Ø10mm",https://www.unishop.it/oe-10/0904-116-51-01,https://www.unishop.it/media/a7/b3/1c/1742244142/0904-116-51_MAINPIC_high.webp
Pialletto professionale in PVC,"Pialletto professionale in PVC - lama rimovibile ideale per finiture nel cartongesso, utile per portare a livello le dimensioni corrette delle lastre o per scrostare le impurità. Il pialletto ha una lama rimovibile, che può essere smontata tramite una vite sulla parte posteriore dell'utensile, così da facilitarne la pulizia.",https://www.unishop.it/145x44/0693-189-145-01,https://www.unishop.it/media/b2/ee/e9/1742441541/0693-189-145_MAINPIC_high.webp
Pialla lima combinata impugna…,"Pialla lima combinata impugnatura in gomma - lama rimovibile e impugnatura regolabile ideale per finiture nel cartongesso, levigare o sgrossare. Utile per portare a livello le dimensioni corrette delle lastre e scrostare le impurità. La pialla combinata ha una lama rimovibile, che può essere smontata tramite una vite sulla parte posteriore dell'utensile, così da facilitarne la pulizia. L'impugnatura antiscivolo è regolabile in 3 angolazioni, per rendere l'utensile più versatile trasformandolo da pialla in lima.",https://www.unishop.it/250x44/0693-189-250-01,https://www.unishop.it/media/92/91/98/1742441544/0693-189-250_MAINPIC_high.webp
Punzonatrice universale picco…,"Punzonatrice universale piccola per profili - utilizzo a una mano ideale per il fissaggio dei profilati metallici di strutture per il cartongesso. L'accoppiamento delle lamiere di montanti e guide, avviene grazie alla perforazione. Riduce i tempi di lavoro, senza necessita di utilizzare le viti per la messa in linea del telaio. Spessore massimo fissabile 1,2mm.",https://www.unishop.it/270/0693-189-270-01,https://www.unishop.it/media/f4/82/91/1742441556/0693-189-270_MAINPIC_high.webp
Punzonatrice universale grand…,"Punzonatrice universale grande per profili - utilizzo a due mani ideale per il fissaggio dei profilati metallici di strutture per il cartongesso. L'accoppiamento delle lamiere di montanti e guide, avviene grazie alla perforazione. Riduce i tempi di lavoro, senza necessita di utilizzare le viti per la messa in linea del telaio. Spessore massimo fissabile 1,8mm.",https://www.unishop.it/340/0693-189-340-01,https://www.unishop.it/media/25/82/e2/1742441559/0693-189-340_MAINPIC_high.webp
Portalastra universale in ABS,Portalastra universale in ABS - resistente agli urti ideale per il trasporto manuale di lastre di gesso e cartongesso. Maniglia in gomma antiscivolo per una presa sicura. Appoggio lastra 36mm,https://www.unishop.it/portalastra-universale-in-abs/0693-189-360-01,https://www.unishop.it/media/01/d7/28/1742441562/0693-189-360_MAINPIC_high.webp
